Num   theta     phi         ul          ul_err     nsamples
459   1.738    5.400   2.333211e-15  8.265474e-17   100000 
460   1.738    5.596   2.269142e-15  8.176634e-17   100000 
461   1.738    5.792   2.479798e-15  7.959624e-17   99900  
462   1.738    5.989   2.731054e-15  1.279331e-16   100000 
463   1.738    6.185   3.120367e-15  9.926625e-17   100000 
464   1.823    0.000   3.162321e-15  8.365517e-17   100000 
465   1.823    0.196   3.812306e-15  9.426447e-17   99900  
466   1.823    0.393   4.644698e-15  1.332741e-16   100000 
467   1.823    0.589   5.888603e-15  1.431017e-16   100000 
468   1.823    0.785   7.372243e-15  3.258958e-16   100000 
469   1.823    0.982   8.726925e-15  3.829167e-16   100000 
470   1.823    1.178   9.907120e-15  2.500421e-16   100000 
471   1.823    1.374   1.001703e-14  2.722851e-16   100000 
472   1.823    1.571   1.051638e-14  3.265625e-16   100000 
473   1.823    1.767   1.107448e-14  3.345612e-16   100000 
474   1.823    1.963   1.059470e-14  3.591279e-16   100000 
475   1.823    2.160   9.135830e-15  3.205160e-16   100000 
476   1.823    2.356   7.680086e-15  1.899693e-16   100000 
477   1.823    2.553   6.372813e-15  2.480583e-16   99900  
478   1.823    2.749   5.346486e-15  1.848991e-16   100000 
479   1.823    2.945   4.557128e-15  1.741604e-16   100000 
480   1.823    3.142   4.319133e-15  1.616858e-16   100000 
481   1.823    3.338   3.493916e-15  1.299828e-16   100000 
482   1.823    3.534   2.968146e-15  9.370157e-17   100000 
483   1.823    3.731   2.636623e-15  1.007567e-16   100000 
484   1.823    3.927   2.582998e-15  1.145067e-16   100000 
485   1.823    4.123   2.397405e-15  1.054682e-16   100000 
486   1.823    4.320   2.036846e-15  7.677358e-17   100000 
487   1.823    4.516   2.070378e-15  7.327803e-17   100000 
488   1.823    4.712   2.465873e-15  8.210402e-17   100000 
489   1.823    4.909   2.258731e-15  1.041659e-16   100000 
490   1.823    5.105   2.099435e-15  9.683419e-17   100000 
491   1.823    5.301   2.150727e-15  9.292484e-17   99900  
492   1.823    5.498   2.140321e-15  6.669947e-17   100000 
493   1.823    5.694   2.164318e-15  5.642975e-17   100000 
494   1.823    5.890   2.520083e-15  8.881350e-17   100000 
495   1.823    6.087   2.701444e-15  7.767697e-17   100000 
496   1.911    0.098   3.544865e-15  1.108962e-16   100000 
497   1.911    0.295   4.231686e-15  8.907734e-17   99900  
498   1.911    0.491   5.040334e-15  1.929922e-16   100000 
499   1.911    0.687   6.399582e-15  2.227347e-16   100000 
500   1.911    0.884   8.055874e-15  2.770092e-16   100000 
501   1.911    1.080   8.643979e-15  2.489417e-16   100000 
502   1.911    1.276   9.914075e-15  2.508639e-16   100000 
503   1.911    1.473   1.085075e-14  2.572668e-16   100000 
504   1.911    1.669   1.058209e-14  3.347795e-16   100000 
505   1.911    1.865   1.020917e-14  2.396616e-16   100000 
506   1.911    2.062   9.241171e-15  2.406705e-16   100000 
507   1.911    2.258   8.026212e-15  2.635325e-16   100000 
508   1.911    2.454   6.775055e-15  2.067194e-16   100000 
509   1.911    2.651   5.152521e-15  1.436386e-16   99900  
510   1.911    2.847   5.469030e-15  1.880887e-16   100000 
511   1.911    3.043   4.036466e-15  1.149081e-16   99900  
512   1.911    3.240   3.489131e-15  1.040374e-16   100000 
513   1.911    3.436   3.229393e-15  1.167331e-16   99900  
514   1.911    3.632   2.956626e-15  9.460424e-17   100000 
515   1.911    3.829   2.663329e-15  1.076559e-16   100000 
516   1.911    4.025   2.620596e-15  8.622784e-17   100000 
517   1.911    4.222   2.407395e-15  1.084805e-16   99900  
518   1.911    4.418   2.276752e-15  1.045493e-16   100000 
519   1.911    4.614   2.312608e-15  1.172798e-16   100000 
520   1.911    4.811   2.425925e-15  8.676857e-17   100000 
521   1.911    5.007   2.075397e-15  7.508703e-17   100000 
522   1.911    5.203   2.124367e-15  7.385589e-17   100000 
523   1.911    5.400   2.149584e-15  7.762180e-17   100000 
524   1.911    5.596   2.145486e-15  7.438181e-17   100000 
525   1.911    5.792   2.433878e-15  7.332050e-17   100000 
526   1.911    5.989   2.626410e-15  8.912323e-17   100000 
527   1.911    6.185   2.996170e-15  9.922390e-17   99900  
528   2.001    0.000   3.018336e-15  9.859633e-17   100000 
529   2.001    0.196   3.761252e-15  1.070854e-16   100000 
530   2.001    0.393   4.537241e-15  1.623975e-16   100000 
531   2.001    0.589   5.528739e-15  1.782501e-16   99900  
532   2.001    0.785   7.386714e-15  1.792569e-16   100000 
533   2.001    0.982   7.917282e-15  2.783878e-16   100000 
534   2.001    1.178   9.176713e-15  2.523331e-16   100000 
535   2.001    1.374   9.750274e-15  3.216621e-16   99900  
536   2.001    1.571   9.202904e-15  3.125311e-16   100000 
537   2.001    1.767   9.346068e-15  2.354486e-16   99900  
538   2.001    1.963   9.079441e-15  2.439462e-16   100000 
539   2.001    2.160   8.295631e-15  3.023247e-16   99900  
540   2.001    2.356   7.206076e-15  2.442220e-16   100000 
541   2.001    2.553   6.218316e-15  2.298869e-16   99900  
542   2.001    2.749   5.047437e-15  2.244023e-16   99900  
543   2.001    2.945   4.554617e-15  1.804631e-16   100000 
544   2.001    3.142   3.890249e-15  1.460916e-16   100000 
545   2.001    3.338   3.358145e-15  1.180204e-16   100000 
546   2.001    3.534   2.952626e-15  9.557226e-17   100000 
547   2.001    3.731   2.814050e-15  1.016616e-16   100000 
548   2.001    3.927   2.685904e-15  1.219265e-16   100000 
549   2.001    4.123   2.631057e-15  1.251439e-16   100000 
550   2.001    4.320   2.354865e-15  1.256342e-16   100000 
551   2.001    4.516   2.351552e-15  9.864027e-17   100000 
552   2.001    4.712   2.375133e-15  8.524940e-17   100000 
553   2.001    4.909   2.444046e-15  8.300801e-17   100000 
554   2.001    5.105   2.154780e-15  8.112060e-17   100000 
555   2.001    5.301   2.134939e-15  5.425770e-17   100000 
556   2.001    5.498   2.212498e-15  7.250436e-17   100000 
557   2.001    5.694   2.263907e-15  7.470396e-17   100000 
558   2.001    5.890   2.514461e-15  9.612188e-17   100000 
559   2.001    6.087   2.760102e-15  9.349274e-17   100000 
560   2.094    0.098   3.455719e-15  1.001329e-16   100000 
561   2.094    0.295   3.836832e-15  1.151255e-16   99900  
562   2.094    0.491   4.784357e-15  1.338088e-16   99900  
563   2.094    0.687   6.040909e-15  2.098129e-16   100000 
564   2.094    0.884   7.426088e-15  2.069753e-16   100000 
565   2.094    1.080   8.149510e-15  3.017642e-16   100000 
566   2.094    1.276   8.566943e-15  2.985793e-16   100000 
567   2.094    1.473   8.621615e-15  2.028070e-16   100000 
568   2.094    1.669   9.298892e-15  2.721475e-16   100000 
569   2.094    1.865   8.309988e-15  2.475902e-16   100000 
570   2.094    2.062   7.539368e-15  2.657685e-16   100000 
571   2.094    2.258   6.857024e-15  2.133907e-16   100000 
572   2.094    2.454   6.112462e-15  1.575903e-16   100000 
573   2.094    2.651   5.089949e-15  1.664584e-16   100000 
574   2.094    2.847   4.641495e-15  1.348612e-16   100000 
575   2.094    3.043   4.308118e-15  1.659876e-16   100000 
576   2.094    3.240   3.680643e-15  1.350119e-16   100000 
577   2.094    3.436   3.024201e-15  1.020192e-16   100000 
578   2.094    3.632   2.689246e-15  6.661912e-17   100000 
579   2.094    3.829   2.600674e-15  1.012624e-16   100000 
580   2.094    4.025   2.550978e-15  1.410362e-16   100000 
581   2.094    4.222   2.675341e-15  1.046277e-16   100000 
582   2.094    4.418   2.279735e-15  7.826255e-17   100000 
583   2.094    4.614   2.239945e-15  7.297757e-17   100000 
584   2.094    4.811   2.318710e-15  6.782441e-17   100000 
585   2.094    5.007   2.105573e-15  1.099066e-16   99900  
586   2.094    5.203   2.179784e-15  8.996006e-17   100000 
587   2.094    5.400   2.082623e-15  6.912641e-17   100000 
588   2.094    5.596   2.281009e-15  8.756932e-17   100000 
589   2.094    5.792   2.374118e-15  9.193244e-17   100000 
590   2.094    5.989   2.623475e-15  6.937548e-17   100000 
591   2.094    6.185   3.093110e-15  1.038068e-16   99900  
592   2.194    0.000   3.406123e-15  9.587390e-17   100000 
593   2.194    0.196   3.698559e-15  1.342358e-16   100000 
594   2.194    0.393   4.436761e-15  1.808306e-16   100000 
595   2.194    0.589   5.375216e-15  1.964001e-16   100000 
596   2.194    0.785   5.915905e-15  2.075629e-16   100000 
597   2.194    0.982   7.427545e-15  3.445513e-16   100000 
598   2.194    1.178   7.991248e-15  3.277057e-16   100000 
599   2.194    1.374   8.480945e-15  3.750012e-16   100000 
600   2.194    1.571   8.388484e-15  2.449285e-16   100000 
601   2.194    1.767   8.231339e-15  2.788975e-16   100000 
602   2.194    1.963   7.526606e-15  3.120427e-16   100000 
603   2.194    2.160   6.870653e-15  2.225518e-16   100000 
604   2.194    2.356   6.443623e-15  2.027125e-16   100000 
605   2.194    2.553   5.640723e-15  3.030989e-16   99900  
606   2.194    2.749   4.816605e-15  1.270050e-16   100000 
607   2.194    2.945   4.183660e-15  1.340657e-16   99900  
608   2.194    3.142   3.746107e-15  1.449124e-16   100000 
609   2.194    3.338   3.215135e-15  1.248309e-16   100000 
610   2.194    3.534   2.940020e-15  1.155227e-16   100000 
611   2.194    3.731   2.541000e-15  8.879419e-17   100000 
612   2.194    3.927   2.614502e-15  1.222905e-16   100000 
613   2.194    4.123   2.699521e-15  8.998486e-17   100016 
614   2.194    4.320   2.259965e-15  6.525961e-17   100000 
615   2.194    4.516   2.325821e-15  7.955317e-17   100000 
616   2.194    4.712   2.191601e-15  7.625087e-17   99900  
617   2.194    4.909   2.148587e-15  6.729573e-17   100000 
618   2.194    5.105   2.192213e-15  8.572335e-17   100000 
619   2.194    5.301   2.170379e-15  6.140601e-17   99900  
620   2.194    5.498   2.188729e-15  5.524486e-17   100000 
621   2.194    5.694   2.349260e-15  7.775345e-17   100000 
622   2.194    5.890   2.433355e-15  5.637471e-17   100000 
623   2.194    6.087   2.800686e-15  1.086800e-16   100000 
624   2.301    0.098   3.405407e-15  1.067879e-16   100000 
625   2.301    0.295   3.899008e-15  1.197801e-16   100000 
626   2.301    0.491   4.561674e-15  2.214045e-16   100000 
627   2.301    0.687   5.451553e-15  2.186664e-16   100000 
628   2.301    0.884   6.529323e-15  3.236372e-16   100000 
629   2.301    1.080   6.944530e-15  2.937651e-16   100000 
630   2.301    1.276   6.999797e-15  2.749639e-16   100000 
631   2.301    1.473   7.230738e-15  2.134218e-16   100000 
632   2.301    1.669   7.156611e-15  2.194103e-16   100000 
633   2.301    1.865   6.861000e-15  2.014821e-16   100000 
634   2.301    2.062   6.863285e-15  2.631130e-16   100000 
635   2.301    2.258   6.270555e-15  2.615653e-16   100000 
636   2.301    2.454   5.255471e-15  1.732150e-16   100000 
637   2.301    2.651   4.670936e-15  1.512814e-16   100000 
638   2.301    2.847   4.595213e-15  2.237675e-16   100000 
639   2.301    3.043   4.022620e-15  1.547705e-16   99900  
640   2.301    3.240   3.510889e-15  1.060003e-16   100000 
641   2.301    3.436   3.305264e-15  1.431039e-16   100000 
642   2.301    3.632   2.844685e-15  1.037015e-16   100000 
643   2.301    3.829   2.809893e-15  1.166242e-16   100000 
644   2.301    4.025   2.862451e-15  1.220323e-16   100000 
645   2.301    4.222   2.591782e-15  1.145224e-16   100000 
646   2.301    4.418   2.197167e-15  8.804465e-17   100000 
647   2.301    4.614   2.148308e-15  9.784000e-17   100000 
648   2.301    4.811   2.304994e-15  7.450512e-17   100000 
649   2.301    5.007   2.179960e-15  9.446517e-17   100000 
650   2.301    5.203   2.191341e-15  6.431850e-17   100000 
651   2.301    5.400   2.156589e-15  7.112158e-17   100000 
652   2.301    5.596   2.243896e-15  8.153634e-17   100000 
653   2.301    5.792   2.516737e-15  9.309168e-17   100000 
654   2.301    5.989   2.652402e-15  6.143264e-17   100000 
655   2.301    6.185   2.987209e-15  8.787307e-17   99900  
656   2.411    0.112   3.772187e-15  1.468342e-16   100000 
657   2.411    0.337   4.097461e-15  1.346518e-16   100000 
658   2.411    0.561   4.782171e-15  1.620594e-16   100000 
659   2.411    0.785   5.362656e-15  1.814594e-16   100000 
660   2.411    1.010   5.787330e-15  2.011643e-16   100000 
661   2.411    1.234   6.784922e-15  2.797097e-16   100000 
662   2.411    1.459   6.595893e-15  2.531965e-16   100000 
663   2.411    1.683   6.545151e-15  1.738166e-16   100000 
664   2.411    1.907   6.475082e-15  2.366284e-16   100000 
665   2.411    2.132   6.232586e-15  2.311581e-16   100000 
666   2.411    2.356   5.783305e-15  1.848863e-16   100000 
667   2.411    2.581   4.540743e-15  1.398082e-16   100000 
668   2.411    2.805   4.501624e-15  1.203291e-16   99900  
669   2.411    3.029   3.885303e-15  1.503511e-16   100000 
670   2.411    3.254   3.322866e-15  1.174557e-16   100000 
671   2.411    3.478   3.282880e-15  1.398684e-16   100000 
672   2.411    3.703   2.869192e-15  8.572877e-17   100000 
673   2.411    3.927   2.925406e-15  1.315894e-16   100000 
674   2.411    4.151   2.671127e-15  1.002964e-16   100000 
675   2.411    4.376   2.146828e-15  6.840450e-17   100000 
676   2.411    4.600   2.178077e-15  7.933397e-17   100000 
677   2.411    4.825   2.285626e-15  6.840612e-17   100000 
678   2.411    5.049   2.352886e-15  1.022462e-16   100000 
679   2.411    5.273   2.317190e-15  5.813666e-17   100000 
680   2.411    5.498   2.355062e-15  9.190122e-17   100000 
681   2.411    5.722   2.522016e-15  7.157055e-17   100000 
682   2.411    5.947   2.762496e-15  9.645838e-17   100000 
683   2.411    6.171   2.967207e-15  1.175542e-16   100000 
684   2.519    0.131   3.400290e-15  9.373963e-17   100000 
685   2.519    0.393   4.282031e-15  1.783510e-16   100000 
686   2.519    0.654   4.808910e-15  1.870035e-16   100000 
687   2.519    0.916   5.491300e-15  1.479092e-16   100000 
688   2.519    1.178   5.431020e-15  1.527465e-16   99900  
689   2.519    1.440   5.706011e-15  2.003001e-16   100000 
690   2.519    1.702   5.743536e-15  1.422682e-16   100000 
691   2.519    1.963   5.705397e-15  1.864555e-16   100000 
692   2.519    2.225   5.494092e-15  1.728431e-16   99900  
693   2.519    2.487   4.725275e-15  1.818152e-16   99900  
694   2.519    2.749   4.208345e-15  1.652543e-16   100000 
695   2.519    3.011   3.830193e-15  1.397303e-16   100000 
696   2.519    3.272   3.415162e-15  1.253688e-16   100000 
697   2.519    3.534   3.199955e-15  1.389564e-16   100000 
698   2.519    3.796   2.813535e-15  1.094058e-16   100000 
699   2.519    4.058   2.690322e-15  1.200079e-16   100000 
700   2.519    4.320   2.731406e-15  1.280049e-16   100000 
701   2.519    4.581   2.302086e-15  7.887091e-17   100000 
702   2.519    4.843   2.163024e-15  6.840451e-17   100000 
703   2.519    5.105   2.237927e-15  5.902390e-17   99900  
704   2.519    5.367   2.426014e-15  8.313981e-17   100000 
705   2.519    5.629   2.768885e-15  1.376778e-16   100000 
706   2.519    5.890   2.747058e-15  9.433101e-17   100000 
707   2.519    6.152   3.095568e-15  1.156393e-16   100000 
708   2.626    0.157   3.554914e-15  1.143807e-16   100000 
709   2.626    0.471   4.063779e-15  1.780864e-16   99900  
710   2.626    0.785   4.543936e-15  2.033895e-16   100000 
711   2.626    1.100   5.078875e-15  2.080532e-16   100000 
712   2.626    1.414   5.049723e-15  1.459808e-16   100000 
713   2.626    1.728   5.097632e-15  1.955250e-16   100000 
714   2.626    2.042   4.910702e-15  1.948867e-16   99900  
715   2.626    2.356   4.794187e-15  1.713649e-16   100000 
716   2.626    2.670   4.376199e-15  1.663557e-16   100000 
717   2.626    2.985   3.748190e-15  1.994063e-16   100000 
718   2.626    3.299   3.267539e-15  1.412466e-16   100000 
719   2.626    3.613   3.025568e-15  1.056574e-16   100000 
720   2.626    3.927   2.777662e-15  1.290159e-16   99900  
721   2.626    4.241   2.640198e-15  1.033912e-16   100000 
722   2.626    4.555   2.478037e-15  8.354427e-17   100000 
723   2.626    4.869   2.208823e-15  7.595322e-17   100000 
724   2.626    5.184   2.377752e-15  6.419926e-17   100000 
725   2.626    5.498   2.635521e-15  9.195843e-17   100000 
726   2.626    5.812   2.923032e-15  9.549864e-17   100000 
727   2.626    6.126   3.270092e-15  1.058101e-16   100000 
728   2.730    0.196   3.774240e-15  1.472228e-16   100000 
729   2.730    0.589   4.046990e-15  1.674483e-16   100000 
730   2.730    0.982   4.633731e-15  1.994288e-16   99900  
731   2.730    1.374   4.681303e-15  1.807419e-16   100000 
732   2.730    1.767   4.628520e-15  1.527472e-16   100000 
733   2.730    2.160   4.687539e-15  1.437981e-16   100000 
734   2.730    2.553   3.777135e-15  1.002692e-16   100000 
735   2.730    2.945   3.990766e-15  1.286851e-16   100000 
736   2.730    3.338   3.360315e-15  2.069350e-16   100000 
737   2.730    3.731   2.815000e-15  8.352692e-17   100000 
738   2.730    4.123   2.679348e-15  1.131027e-16   100000 
739   2.730    4.516   2.433132e-15  9.951462e-17   100000 
740   2.730    4.909   2.448139e-15  7.763961e-17   100000 
741   2.730    5.301   2.654784e-15  9.365845e-17   100000 
742   2.730    5.694   2.877122e-15  1.554967e-16   100000 
743   2.730    6.087   3.176984e-15  1.392298e-16   100000 
744   2.834    0.262   3.667652e-15  1.255874e-16   100000 
745   2.834    0.785   4.105269e-15  1.369044e-16   100000 
746   2.834    1.309   4.232542e-15  1.283681e-16   100000 
747   2.834    1.833   4.075781e-15  1.610075e-16   100000 
748   2.834    2.356   4.107610e-15  1.379388e-16   100000 
749   2.834    2.880   3.539944e-15  1.664058e-16   99900  
750   2.834    3.403   2.983891e-15  1.393418e-16   100000 
751   2.834    3.927   3.010541e-15  1.314424e-16   100000 
752   2.834    4.451   2.517645e-15  7.566766e-17   99900  
753   2.834    4.974   2.636616e-15  1.052715e-16   99900  
754   2.834    5.498   2.629528e-15  7.269369e-17   100000 
755   2.834    6.021   3.286813e-15  1.245526e-16   100000 
756   2.937    0.393   3.470560e-15  1.260887e-16   100000 
757   2.937    1.178   3.824519e-15  1.722561e-16   100000 
758   2.937    1.963   3.450501e-15  1.019803e-16   100000 
759   2.937    2.749   3.536285e-15  1.604148e-16   100000 
760   2.937    3.534   3.147331e-15  1.318889e-16   100000 
761   2.937    4.320   2.716009e-15  9.037727e-17   100000 
762   2.937    5.105   2.872912e-15  7.542396e-17   100000 
763   2.937    5.890   3.072634e-15  9.162509e-17   100000 
764   3.039    0.785   3.383941e-15  9.550004e-17   100000 
765   3.039    2.356   3.657527e-15  1.151369e-16   100000 
766   3.039    3.927   3.152085e-15  1.149026e-16   100000 
767   3.039    5.498   3.173229e-15  8.907072e-17   100000 
